,Company Name,Job Role,Salary,Job Decription,Required Exp,posted_date
123,Techonz,Sr.PHP Developers,NA,"Required Skills Designing and developing of applications using PHP, frameworks, CMS (Drupal/ WordPress/ Joomla), E-commerce (osCommerce, Magento,Vitruemart) and CRMs. Ensure t...",2 - 5 yrs,2020-10-30
124,Techonz,Jr.Web Designers,NA,"Required Skills To execute web design projects, on time, to specifications and with adequate quality.Desired Profile Strong knowledge in Photoshop, Dreamweaver, Flash and Illu...",1 - 4 yrs,2020-10-30
125,Techonz,Sr.Web Designers,NA,"Required Skills To execute web design projects, on time, to specifications and with adequate quality.Desired Profile Strong knowledge in Photoshop, Dreamweaver, Flash and Illu...",2 - 5 yrs,2020-10-30
126,Techonz,Project Co-ordinators,NA,"Responsibilities To understand client business requirements.Plan deliverables and milestones for project.Manage entire life cycle of the project.Deliver progress report, propo...",1 - 4 yrs,2020-10-30
127,Techonz,Project Manager,NA,"Responsibilities To understand client business requirements.Plan deliverables and milestones for project.Manage entire life cycle of the project.Deliver progress report, propo...",3 - 6 yrs,2020-10-30
128,TECHNOPARK TRIVANDRUM,Web Developer,NA,"contact@kamedainfologics.comRoles and responsibilities :Brief description :Job Title : Web DeveloperOrganization : Kameda Infologics Pvt. Ltd.Work Location : Technopark,Trivan...",1 - 6 yrs,2020-10-30
129,TECHNOPARK TRIVANDRUM,Mobile Developer - iOS & Android,NA,"Experience in developing React Native app for ios and android platformBuild pixel-perfect, buttery smooth UIs across both mobile platforms.Leverage native APIs for deep integr...",0 - 3 yrs,2020-10-30
130,HR DEVI AND ASSOCIATES,data scientist,NA,The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different course...,4 - 10 yrs,2020-10-30
131,HR DEVI AND ASSOCIATES,rules engine developer,NA,"YOUR ROLES AND RESPONSIBILITIESAs a Rules Engine Developer, you willPerform application design and development principally oriented towards the creation of rule- based (or kno...",4 - 6 yrs,2020-10-30
132,HR DEVI AND ASSOCIATES,ai engineer,NA,"Job Description :ResponsibilitiesAI Engineer is responsible for understanding the business problems, identifying/applying right AI or cognitive computing technologies to solve...",5 - 10 yrs,2020-10-30
133,HR DEVI AND ASSOCIATES,graph developer,NA,"Job Description :YOUR ROLES AND RESPONSIBILITIESAbility to manipulate and analyze large scale, high-dimensionality data from varying sourcesExperience in creating and maintain...",8 - 12 yrs,2020-10-30
134,HR DEVI AND ASSOCIATES,developer lead,NA,"YOUR ROLES AND RESPONSIBILITIESAs Senior Big Data Engineer, you will:Design and Develop reusable analytics products for our clientsWork with some of the most cutting edge tech...",8 - 14 yrs,2020-10-30
135,FresherMart,Software Engineer,NA,"Duties and ResponsibilityWe are currently looking for people to join our backend team where internet scale, reliability, security, high performance and self management drives ...",1 - 3 yrs,2020-10-30
136,Experion Technologies,Technical Project Manager,NA,"Should have managed a team size of 10 to 15 team members Should have managed web application development projects actively involving from Requirements collection, Design, Deve...",9 - 13 yrs,2020-10-30
137,Experion Technologies,Business Analyst,NA,"Job Description  Business AnalystRole: Business AnalystExperience: 1  yearsWork Location: TrivandrumNotice Period: Immediate  15 daysSkill RequiredStrong logical thinking, Bus...",1 - 4 yrs,2020-10-30
138,Eram Scientific Solutions Pvt Ltd,Magento Developer,NA,Job Description Should have experience excellent experience with Magento.Experience in developing Magento extensions and integrations.Should have the hands on experience in My...,1 - 3 yrs,2020-10-30
139,Eram Scientific Solutions Pvt Ltd,Business Development Manager,NA,Job Description Design and oversee all aspects of our digital marketing department.Plan and manage our social media platforms.Managing and retaining relationships with existin...,3 - 6 yrs,2020-10-30
140,Eram Scientific Solutions Pvt Ltd,Marketing Executive,NA,Job Description He should be exposed to target oriented work.Primary focus on developing business in corporate sector against set targets.Contacting potential clients to estab...,0 - 1 yrs,2020-10-30
141,Emerinter Consultancy Services,Digital Marketing Manager Experience,NA,Location Middle EastJob Description we look for digital marketing professionals to get revenue from Middle East and AfricaResponsibilities Create leads and do followups up to ...,0 - 3 yrs,2020-10-30
142,CONNECTING 2 WORK,Python / Android Developer,NA,"Job Description We are looking for python/Android developer with 3  experienceResponsibilities Design, development, integration, delivery of different server side modules in P...",3 - 5 yrs,2020-10-30
143,CONNECTING 2 WORK,UI Developer,NA,Job Description We are looking for a UI developer with more than 2 years of experience in relevant technologies.Responsibilities:Come up with creative design concepts and idea...,2 - 6 yrs,2020-10-30
144,CONNECTING 2 WORK,Technical Architect,NA,Job Description We are looking for a Technical Architect with more than 10 years experience in relevant technologiesResponsibilities:Work with the leadership and product team ...,10 - 13 yrs,2020-10-30
145,CONNECTING 2 WORK,Business Analyst,NA,Job Description We are looking for a Business Analyst with good experience in Ecommerce/Retail domainRoles & Responsibilities:Work with the business team/business users to...,3 - 6 yrs,2020-10-30
146,CONNECTING 2 WORK,Full Stack Developer,NA,Job Description We are looking for a full-stack developer with more than 2 years experience in relevant technologiesRoles & Responsibilities:Develop software applications ...,2 - 5 yrs,2020-10-30
147,CONNECTING 2 WORK,Xamarin Developer,NA,"Job Description Deliver fully functional, cross platform and well tested mobile application developed according to quality standards.Analyze, Design, Implement and Integrate f...",2 - 5 yrs,2020-10-30
148,BP Incorporate,Freelancer HR HEAD weeklyPAYOUT 7500 -75000 per recruitment,Rs 2.50 - 50.00 Lacs p.a.,Goldenopportunity to work as FHR (Freelance HR)  Work from home and earn more than a full time employee .You will be assigned different Freelancer/franchisee assignments/ proj...,1 - 6 yrs,2020-10-30
149,CSC services,Account Manager,Rs 2.00 - 5.05 Lacs p.a.,"We are looking for an Account Manager to create long-term, trusting relationships with our customers. The Account Managers role is to oversee a portfolio of assigned customers...",2 - 4 yrs,2020-10-30
150,Randstad MENA,j - tech lead - java,NA,"job description j - tech lead - java in thiruvananthapuram ""Java, j2EE, Spring, Enterprise/web applicationsStrong background in backend APIs (Restful)Nice to have: Docker, Arc...",14 - 17 yrs,2020-10-30
151,Randstad MENA,j - data engineer,NA,"job description j - data engineer in thiruvananthapuram ""Mandatory: Cloud (AWS/Azure/Google Cloud),Distributed Data (Hadoop/Spark/Kafka etc.)Expertise in Legacy Enterprise Too...",14 - 17 yrs,2020-10-30
152,Bajaj Finserv Lending Ltd,Executive - Collections,NA,Executive - Collections Location THIRUVANANTHAPURAMBusiness/Function Not SpecifiedBand E01Job Reference * JR00055911Job Summary * Executive - CollectionsJob Purpose This posit...,0 - 3 yrs,2020-10-30
153,BP Incorporate,Freelancer consultant (work from home/office booth option),Rs 1.00 - 36.00 Lacs p.a.,Fresher Management trainee HR RCERUITER/OFFICE COORDINATR/ENGG WALK IN INTERVIEW-09250382797/-8882457150 (m) CALL FOR ONSPOT OFFER> offered postion Freelancer consultant (work...,4 - 9 yrs,2020-10-30
154,steve recruitment,Warehouse Worker,Rs 5.00 - 30.00 Lacs p.a.,"Job brief:We are looking for a Warehouse Worker to participate in our warehouse operations and activities. Warehouse Worker responsibilities include storing materials, picking...",4 - 9 yrs,2020-10-30
155,Manthan Solutions,Work From Home for PVT. LTD. CO. l Secured Jobs & High Payment,Rs 2.40 - 5.00 Lacs p.a.,Note : It is informedto all job seekers / freelancers that before contacting anyone for work from home jobs firstly verify whether so called companies have Corporate Identific...,0 - 3 yrs,2020-10-30
156,Infoblox,Senior Technical Account Manager,NA,"Senior Technical Account Manager Technical Support Trivandrum, KeralaDescriptionInfoblox is seeking a Senior Technical Account Manager to join our Support Operations team in T...",3 - 6 yrs,2020-10-30
157,QuEST Global Engineering Pvt Ltd,Senior Software Engineer- Java & FrontEnd,NA,Roles & Responsibilities:Develop applications using Java & Front End (preferably ReactJS)V & VSDLCTechnical communication with internal and external stake holders ...,2 - 3 yrs,2020-10-29
158,RM EDUCATION SOLUTIONS INDIA PVT. LTD,Senior Software Engineer(Dotnet),NA,"Key Responsibilities Understand the requirements, design and develop .Net web Projects.Troubleshoot and fix problems independently.Liaising with the support and development te...",2 - 5 yrs,2020-10-29
159,RM EDUCATION SOLUTIONS INDIA PVT. LTD,Test Engineer/Senior Test Engineer,NA,"Key Responsibilities Design and create test scripts to address areas such as database impacts, end-to-end scenarios, regression testing, negative testing, error or bug retests...",2 - 8 yrs,2020-10-29
160,RM EDUCATION SOLUTIONS INDIA PVT. LTD,Associate Project Manager (DotNet),NA,Key Responsibilities Ensure timely development and implementation of modules within the project.Participate in design discussions and create the low level design.Identify and ...,10 - 13 yrs,2020-10-29
161,RM EDUCATION SOLUTIONS INDIA PVT. LTD,Project Lead/Senior Project Lead (Dot Net),NA,"Key Responsibilities Understand the requirements, design and develop .Net web Projects.Troubleshoot and fix problems independently.Liaising with the support and development te...",8 - 10 yrs,2020-10-29
162,RM EDUCATION SOLUTIONS INDIA PVT. LTD,Application Support Engineer,NA,Key Responsibilities L3 level live support for applications and hosted in Datacenter/cloud.Resolve customer incidents within the agreed SLA.Carry out live application changes....,2 - 5 yrs,2020-10-29
163,RM EDUCATION SOLUTIONS INDIA PVT. LTD,Assistant Manager - Finance,NA,"Key Responsibilities Customer Invoicing.MIS & Reporting, Budgeting & Forecasting.Preparation of various ad-hoc reports.Necessary support to Internal / External Auditor...",4 - 6 yrs,2020-10-29
164,iBoson Innovations,Babylon.js Developer,NA,"We are looking for JS developers with expertise in babylon.js to join our product development team and be a part of our AR products.Responsible for,Designing applications &amp...",0 - 3 yrs,2020-10-29
165,TECHNOPARK TRIVANDRUM,Business Development Associate (IT),NA,"Brief description : Facilitate growth, sales, and marketing strategies at an organization. Increase revenue generation, reduce costs, perform risk mitigation. Prepare overall ...",0 - 3 yrs,2020-10-29
166,TECHNOPARK TRIVANDRUM,Senior Digital Marketing Analyst,NA,Brief description :Handle all aspects of SEO (Search Engine Optimization- On Page and Off Page)Website analysis using a variety of analytics tools including Google Analytics a...,0 - 3 yrs,2020-10-29
167,TECHNOPARK TRIVANDRUM,Android Developer,NA,Brief description :We are looking to recruit experienced Android Developers who have good Knowledge and experience in Native Android Development. The candidate must be eager t...,2 - 5 yrs,2020-10-29
168,TECHNOPARK TRIVANDRUM,ASP.Net Developer,NA,"Brief description :Urgent requirement for candidates with 2 years of experience in ASP.Net(MVC/Core) web application development.Experience in ASP.NET, C#.Net, Web APIs, MVC, ...",2 - 5 yrs,2020-10-29
169,SEVEN CONSULTANCY,Sales Executive,NA,JOB DETAILSBuilds business by identifying and selling prospects; maintaining relationships with clients.Identifies business opportunities by identifying prospects and evaluati...,2 - 5 yrs,2020-10-29
170,QuEST Global Engineering Pvt Ltd,Senior Test Engineer- Katalon expertise,NA,"17979BRSenior Test Engineer- Katalon expertiseThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionDevelop Test strategy, test plan and test cases and generate test report...",0 - 3 yrs,2020-10-29
171,CONNECTING 2 WORK,Database administrator -MYSQL,NA,Job Description Desired ProfileIn-depth knowledge of database administration in MYSQL and PostgreSQL.Support software developers with database operations including the develop...,3 - 5 yrs,2020-10-29
172,CONNECTING 2 WORK,SR Accountant,NA,Job DescriptionJob brief We are looking for an experienced Senior accountant to oversee general accounting operations by controlling and verifying our financial transactions.S...,0 - 3 yrs,2020-10-29
173,CONNECTING 2 WORK,Telemarketing Executive,NA,Job Description We are looking for a competitive candidate to help us expand our business by actively seeking and acquiring new clients who will also identify their needs and ...,0 - 3 yrs,2020-10-29
